doctor_id,degree_centrality
1861484545.0,0.08333333333333333
1578692612.0,0.041666666666666664
1831464965.0,0.041666666666666664
1619939337.0,0.08333333333333333
1104969740.0,0.041666666666666664
1922187277.0,0.041666666666666664
1255309324.0,0.041666666666666664
1861509135.0,0.041666666666666664
1548365836.0,0.041666666666666664
1922072594.0,0.041666666666666664
1275543571.0,0.125
1700851730.0,0.08333333333333333
1578639381.0,0.041666666666666664
1174548499.0,0.08333333333333333
1851371538.0,0.041666666666666664
1992888341.0,0.041666666666666664
1285963801.0,0.16666666666666666
1770844185.0,0.08333333333333333
1902874654.0,0.041666666666666664
1164492831.0,0.08333333333333333
1568407583.0,0.041666666666666664
1366433823.0,0.041666666666666664
1215049762.0,0.041666666666666664
1851318307.0,0.16666666666666666
1093734436.0,0.041666666666666664
1124061221.0,0.08333333333333333
1871769638.0,0.041666666666666664
1073573929.0,0.041666666666666664
1174708267.0,0.041666666666666664
1134149677.0,0.08333333333333333
1093713968.0,0.08333333333333333
1639329840.0,0.041666666666666664
1063678001.0,0.08333333333333333
1902833718.0,0.16666666666666666
1174732861.0,0.041666666666666664
1023209533.0,0.125
1780682815.0,0.125
1780645952.0,0.08333333333333333
1639366727.0,0.25
1447419981.0,0.29166666666666663
1205821519.0,0.041666666666666664
1730121807.0,0.041666666666666664
1568424018.0,0.125
1629229141.0,0.08333333333333333
1821392986.0,0.041666666666666664
1043202138.0,0.041666666666666664
1104912476.0,0.16666666666666666
1194729566.0,0.041666666666666664
1598865503.0,0.041666666666666664
1306837091.0,0.08333333333333333
1639161961.0,0.08333333333333333
1962811497.0,0.041666666666666664
1093853293.0,0.041666666666666664
1659412591.0,0.041666666666666664
1003143280.0,0.041666666666666664
1659572337.0,0.041666666666666664
1467428979.0,0.041666666666666664
1639141492.0,0.041666666666666664
1891962999.0,0.041666666666666664
1760456826.0,0.041666666666666664
1184612475.0,0.041666666666666664
1447243902.0,0.041666666666666664
1780818047.0,0.125
1134276736.0,0.3333333333333333
1528066180.0,0.25
1497747588.0,0.041666666666666664
1508868233.0,0.08333333333333333
1144213646.0,0.20833333333333331
1457369233.0,0.16666666666666666
1427046556.0,0.041666666666666664
1740214428.0,0.041666666666666664
1215082656.0,0.041666666666666664
1073545380.0,0.041666666666666664
1619984549.0,0.041666666666666664
1184030884.0,0.041666666666666664
1164472486.0,0.08333333333333333
1396064424.0,0.08333333333333333
1457311912.0,0.041666666666666664
1588650154.0,0.041666666666666664
1891774634.0,0.041666666666666664
