doctor_id,authority_score
1023245883.0,2.5012645391947208e-05
1144267790.0,6.081817393136674e-07
1194731547.0,0.00023155293398187705
1275505919.0,1.702621507329697e-08
1316042591.0,9.619480773130612e-05
1336159508.0,0.00012932696190281993
1366494296.0,0.007108915645173391
1578561023.0,7.485187743073049e-09
1669460481.0,0.3291503927839959
1770558413.0,0.0003927703982647945
1831214535.0,6.736441932476554e-05
1902901135.0,2.1004292781962785e-05
1912907130.0,0.000146317443617709
1003022500.0,5.364672507913506e-06
1013295856.0,0.00017334229749808917
1023174034.0,7.870427674836686e-06
1033111778.0,0.0006344530520139194
1033177357.0,2.8704283392136217e-07
1043292477.0,2.476735058438689e-07
1053351924.0,4.7455878330598275e-05
1053434399.0,0.0001889792391381742
1083614192.0,1.1572999485833963e-05
1083875124.0,2.95865451407248e-07
1104856657.0,0.00014915321989693442
1104869031.0,8.739600351856738e-06
1104939495.0,3.8421574101254475e-05
1114185402.0,0.00013694886863006633
1114189792.0,0.000764485985269589
1124013511.0,8.122443260818663e-07
1124065966.0,4.094636223758203e-06
1124227103.0,0.00010610044867197521
1134102957.0,1.8123764304228196e-06
1134210172.0,1.0741023842667298e-06
1144213646.0,6.46983417676995e-05
1154550663.0,3.0735537184890135e-07
1164636676.0,1.0802610521842992e-05
1174526180.0,0.0001125678437466812
1184625840.0,3.5559900237649097e-07
1205868668.0,8.314533481271337e-06
1215943568.0,1.7241136174064397e-06
1235135997.0,1.6164529726292578e-06
1235224841.0,4.4932972787689e-05
1255331088.0,8.766355026018303e-05
1255394714.0,1.4310894473306701e-06
1255449476.0,5.022480209887882e-05
1265548648.0,0.00016660680864774368
1275585481.0,0.00043485603128686927
1275623506.0,0.00012713973885352032
1275691982.0,7.377304970314218e-05
1285653048.0,2.302621092203549e-05
1285847699.0,0.00027026939781945106
1306823992.0,1.4273672068699305e-06
1306827092.0,4.299292298819236e-05
1336310432.0,2.667764968989243e-07
1356383368.0,4.816122154052726e-05
1366555104.0,5.977988519982723e-05
1376505040.0,1.10653399800606e-06
1407267099.0,1.1753111182356862e-05
1417118506.0,0.000248924611153748
1417994682.0,4.9091183074807875e-06
1427021351.0,0.0005025933479856122
1427024728.0,0.00021273394536224551
1427056555.0,0.0004114236899893862
1437288776.0,0.0006814282150907613
1437413242.0,2.1285077620622824e-06
1447200258.0,9.095403861226535e-05
1447419981.0,0.00021992772516492363
1457470429.0,0.00011504457316164681
1487668174.0,0.00016980965754832768
1497738934.0,0.00013357450071023612
1497755631.0,0.00019795194267049475
1497789135.0,0.00022711480811163368
1508854274.0,0.03375179440061144
1518056472.0,0.0002689347250848119
1528087764.0,3.899473110451541e-06
1528407392.0,0.0010486862217889386
1538113360.0,0.00037837547654124984
1538136031.0,1.0743075614166903e-06
1538137070.0,2.936085027489083e-07
1538328869.0,3.4894263192180355e-06
1548203839.0,1.0648779416983982e-05
1548380124.0,5.406654802377986e-05
1558361790.0,0.000236009076125046
1568437929.0,2.4826435243538164e-07
1578546024.0,5.134942012123357e-06
1578556536.0,0.00016575192221161735
1578710927.0,2.835548223606692e-06
1588638894.0,0.0004908571563270584
1588649701.0,0.08662939145480295
1588722185.0,6.589164311636926e-07
1588767180.0,0.00022938200911689076
1598056293.0,1.813729090516309e-05
1598853301.0,0.002007390675416618
1619975984.0,6.229081946303068e-05
1629008172.0,5.654062662501876e-05
1629052188.0,0.00010222749630776914
1629066329.0,0.00036032164970349465
1629082763.0,0.00018879536473686133
1639366727.0,6.85931994548168e-06
1639460132.0,5.10006415224941e-06
1649341983.0,7.301645981656431e-06
1649429986.0,7.053188257746993e-06
1669481578.0,0.0007453418450976934
1679522312.0,2.1543600830595383e-07
1679789010.0,0.00021368279299319236
1710927306.0,1.99108646260663e-06
1720375793.0,0.0005887626649870619
1730103177.0,0.00015788309578469543
1750320461.0,0.0006184117073669898
1750351003.0,0.0003928697603789701
1760531545.0,0.00024114146828240954
1760577324.0,0.0349549029251826
1770533267.0,0.0004061465155176451
1780767319.0,0.0003935725089571677
1801169248.0,1.074102384267694e-06
1801824354.0,0.00021982867053082163
1811949381.0,5.669062508778335e-06
1811960560.0,1.0802610521844393e-05
1821019175.0,4.356116087946019e-06
1821127721.0,2.932030102460801e-06
1831194505.0,4.2347493352553735e-05
1841218559.0,3.3478722059606383e-06
1841255643.0,0.0005376524891290837
1851554927.0,7.444842903045091e-06
1861462798.0,0.00013572042517925143
1861494023.0,0.00010312873706798676
1871713370.0,3.0714198761293426e-05
1902033707.0,0.00021324926486537393
1902833718.0,3.3621734418244852e-06
1922196724.0,0.05397216610787204
1932362944.0,0.0002608821541700599
1942262720.0,1.111801680032741e-06
1942277561.0,8.324805767104519e-06
1962407015.0,4.2075428450631486e-05
1962502492.0,0.00031730933862438254
1972728145.0,0.00032415883035995274
1982626818.0,0.0003789016076350032
1982672523.0,0.0001577360574179631
1992091888.0,3.855454046229285e-06
1992908503.0,1.5879676639893012e-06
1013903285.0,6.962666649386171e-07
1013914605.0,1.2073483353000629e-06
1013958032.0,1.82052789422274e-08
1023197977.0,1.3617734671647676e-08
1033260120.0,1.1017417256801848e-08
1063434520.0,3.1030906881602736e-08
1063460368.0,1.0467148383444097e-07
1063779742.0,1.5886943552482694e-07
1104813096.0,1.7186317565725763e-08
1104881440.0,7.897632924163745e-09
1114922945.0,2.8038933469478686e-06
1124055371.0,1.255049612740228e-08
1144384041.0,7.583863904639909e-09
1144394859.0,1.3338521208173627e-08
1154549889.0,9.654436809453515e-09
1164453775.0,1.3338521207788666e-08
1164548020.0,9.526561442308117e-09
1164680906.0,8.892347473773148e-09
1184612475.0,8.89234747114352e-09
1194703413.0,7.526516249576499e-07
1194830455.0,1.801451292689684e-06
1205028149.0,5.667469566567639e-07
1235103938.0,9.519885506403422e-09
1245350354.0,1.982510573532319e-08
1245526060.0,1.0427812876375492e-08
1275586679.0,2.0175703385883797e-06
1285788075.0,1.4057953021107666e-08
1285963801.0,2.434655339299214e-06
1295718823.0,8.892347474762683e-09
1306864947.0,7.447674804371111e-08
1316048093.0,7.164372098233107e-08
1326081241.0,1.2868003592983127e-05
1326121427.0,6.205619696057233e-07
1326167883.0,4.7504592149463223e-07
1366544710.0,9.099914858916232e-07
1376533679.0,1.354443278502647e-08
1386643823.0,1.1816407678881112e-08
1396164026.0,1.1816407676259848e-08
1396847877.0,1.034102570096316e-08
1427105451.0,9.278766278247494e-09
1457709776.0,6.377522177013433e-08
1467682260.0,1.0841720941429137e-08
1497716849.0,9.039333998184547e-07
1497869937.0,1.1373458528000458e-08
1508064668.0,5.0677034278110604e-08
1528039476.0,2.5326771260947483e-07
1538129507.0,1.1549370215387128e-08
1538318233.0,1.1081826775844423e-06
1548239429.0,4.833630824348035e-05
1568426419.0,1.8866646383515147e-08
1588617922.0,8.645924824739316e-08
1588643233.0,6.116647093602344e-07
1609843721.0,1.4878236759946284e-08
1619973674.0,0.0003693955992980379
1639121270.0,1.3338521207562409e-08
1669479283.0,1.8357846397407796e-06
1669684460.0,2.137634880319951e-08
1780688366.0,6.377522177107281e-08
1811187099.0,0.00011273147634657994
1831147180.0,3.95749518105965e-08
1841226545.0,1.9467725249071317e-05
1841395928.0,1.6041932388110046e-07
1841470739.0,1.3178298730524455e-08
1871778126.0,2.084894981410362e-08
1891815775.0,1.3338521206678905e-08
1902144512.0,1.1843111422587864e-08
1912968702.0,0.0002449073134940195
1942283593.0,7.083168670934073e-09
1972815082.0,1.159303204522357e-07
1003120213.0,8.723322184998835e-06
1013064377.0,2.6621794964182567e-06
1013978626.0,4.995439185582252e-06
1033173471.0,4.054382488056879e-06
1053687053.0,0.00013689702040074799
1063472918.0,8.476770931730012e-07
1063488781.0,5.9802675471475385e-05
1063633733.0,8.498381120773943e-06
1073514584.0,5.415792217807896e-06
1073515375.0,0.00021441870315979557
1073544375.0,2.513107371268788e-06
1073581948.0,1.6425131330023215e-06
1073771515.0,0.0001419412295543895
1083607840.0,0.0003605398674444927
1083689301.0,0.0005640387018843813
1093756207.0,1.42742018970475e-06
1093833311.0,1.6777415500943406e-06
1093986697.0,7.655583747711499e-06
1104912476.0,9.68836928369224e-05
1104969708.0,0.0007485491544477337
1114102910.0,0.0003654348593542961
1114273893.0,2.968799479212914e-05
1114910627.0,9.194786890573864e-07
1114988748.0,1.2255789173110955e-06
1124029368.0,9.115836716154314e-06
1124137088.0,0.00045733644947769684
1134149677.0,1.2783352605351704e-06
1134191893.0,8.532539161541493e-07
1134192610.0,0.0001940977131240658
1134276736.0,0.0004468663021963847
1144258138.0,0.0008344213756000883
1154321891.0,7.83558820383019e-05
1154328136.0,0.0004868277813965433
1154385565.0,3.1369162725740475e-06
1154491785.0,8.35848307818224e-05
1154532612.0,5.405087180902505e-05
1164410833.0,6.7255626205293735e-06
1164434015.0,7.696724831849825e-06
1164587697.0,0.00025176018877737683
1164644548.0,0.00017747161494792495
1174596720.0,5.145588682383846e-06
1174740419.0,0.00045593647133787205
1174751929.0,0.0004889462144641592
1184643405.0,0.0002549536683155306
1194721563.0,0.0005944258934553053
1194729996.0,3.922170194516977e-06
1205837051.0,0.00024947769159330065
1205883139.0,0.00028398802248763306
1215257217.0,3.829883182470601e-06
1225021439.0,8.294868023215752e-06
1225144520.0,0.00048325532475982784
1235154469.0,9.464541986279945e-06
1245222991.0,0.00035492989441584204
1245225473.0,0.0005895230378714136
1245271568.0,3.40318309477565e-06
1245285741.0,0.0004674508030911958
1245394295.0,4.3716865143440265e-05
1255347852.0,9.961600050519394e-07
1275517641.0,3.940304442266165e-06
1275522914.0,7.107281624245634e-06
1275543571.0,0.0006412360542193861
1295733301.0,0.0005731279455961679
1316146384.0,2.9552034763642504e-06
1316942022.0,1.8474246934495481e-06
1326005786.0,2.517708102571894e-05
1326023888.0,0.0006581647099367048
1326093352.0,0.00021848038148478832
1336124916.0,5.7093096997506886e-05
1336149186.0,4.284269493570831e-05
1346266889.0,2.6190308504630764e-06
1346283637.0,0.00020244905622965914
1346546090.0,2.8399525871849945e-06
1356375711.0,0.0007045717593290817
1356383442.0,2.9378801831887893e-06
1366402208.0,9.552129422354356e-05
1366448391.0,5.837482456185018e-05
1366563744.0,0.27630113263131734
1366795080.0,1.7315322897418892e-05
1376517458.0,5.819414781085714e-06
1376545947.0,1.376081070658454e-06
1376704577.0,1.0630818808274643e-06
1386671436.0,0.0006325180096339132
1386792398.0,9.8221794759849e-07
1396701645.0,1.0540195434836821e-06
1396780409.0,3.896944344694729e-05
1396968038.0,8.853206482959762e-07
1417128570.0,1.0623847779565868e-06
1417909243.0,8.699843850983805e-07
1417915810.0,7.254223091925997e-06
1427011006.0,1.765638301039124e-05
1427040088.0,4.111183529567379e-05
1437124468.0,0.0004847659410216123
1437151677.0,4.660671534050433e-05
1437310448.0,0.0007327977609402954
1447243902.0,9.19478689058335e-07
1447454269.0,0.057947152372663735
1457369233.0,0.00010001505612538317
1477531630.0,3.895410852503143e-06
1477541456.0,8.825322368088306e-07
1477628733.0,0.00014719761436358098
1477715407.0,1.2417056046451976e-06
1497754519.0,9.393226162396419e-06
1497803514.0,0.00012550846381497214
1508184953.0,0.0002096880549805993
1508859091.0,1.8877545792020394e-06
1518007020.0,4.740060428191842e-06
1518970516.0,2.9742361056462936e-06
1528064318.0,4.308887425281947e-05
1528066180.0,9.738730841811046e-05
1528245941.0,7.263811933266716e-07
1548201700.0,4.7735188195381035e-05
1548366321.0,0.0004297534644606708
1548491459.0,0.0003111016758113804
1548548373.0,8.532539161513102e-07
